,ticker,cik
3614,cprx,0001369568
1282,cps,0001320461
4738,cpsh,0000814676
259,cpsi,0001169445
3440,cpsr,0001805087
1088,cpss,0000889609
1617,cpst,0001009759
2372,cpt,0000906345
3293,cpta,0001571329
588,cqp,0001383650
979,cr,0000025445
5437,crai,0001053706
3137,crbp,0001595097
246,crc,0001609253
595,crdf,0001213037
1175,cree,0000895419
851,creg,0000721693
1645,cresy,0001034957
639,crex,0001356093
5185,crf,0000033934
3912,crh,0000849395
1220,crhm,0001461119
4443,cri,0001060822
811,cris,0001108205
537,crk,0000023194
3297,crl,0001100682
4953,crm,0001108524
4208,crmd,0001410098
2648,crmt,0000799850
4551,crnc,0001768267
5580,crnt,0001119769
2885,crnx,0001658247
2342,cron,0001656472
3743,crox,0001334036
3511,crs,0000017843
5055,crsa,0001723648
5038,crsp,0001674416
1287,crsr,0001743759
3345,crt,0000881787
827,crtd,0001357671
453,crto,0001576427
127,crtx,0001662774
4139,crus,0000772406
942,crvl,0000874866
1495,crvs,0001626971
3105,crwd,0001535527
205,crws,0000025895
61,cry,0000784199
1291,cs,0001159510
4340,csbr,0000771856
5706,csco,0000858877
4506,cscw,0001747661
1871,csgp,0001057352
4256,csgs,0001005757
2263,csii,0001180145
139,csiq,0001375877
3831,csl,0000790051
2906,cslt,0001433714
5839,csod,0001401680
2627,cspi,0000356037
5439,cspr,0001598674
552,csq,0001275214
82,csse,0001679063
5819,cste,0001504379
2900,cstl,0001447362
26,cstm,0001563411
257,cstr,0001676479
415,csu,0001043000
4309,csv,0001016281
5864,cswc,0000017313
2313,cswi,0001624794
2553,csx,0000277948
1178,ctaa,0000068622
3290,ctas,0000723254
1843,ctb,0000024491
2455,ctbi,0000350852
3063,ctek,0001011432
3798,ctg,0000023111
5222,cthr,0001015155
2151,ctib,0001042187
5143,ctic,0000891293
2098,ctk,0001734262
3982,ctlt,0001596783
5833,ctmx,0001501989
860,cto,0000023795
5825,ctr,0001547341
1746,ctra,0001704715
5633,ctre,0001590717
654,ctrm,0001720161
2702,ctrn,0001318484
79,cts,0000026058
3401,ctsh,0001058290
1431,ctso,0001175151
1417,ctt,0001341141
3363,ctva,0001755672
4979,ctxr,0001506251
4000,ctxs,0000877890
3916,cub,0000026076
5623,cuba,0000880406
5019,cube,0001298675
4377,cubi,0001488813
5434,cue,0001645460
865,cuk,0001125259
1998,culp,0000723603
2241,curi,0001776909
1584,curo,0001711291
2839,cutr,0001162461
2328,cuz,0000025232
866,cva,0000225648
5043,cvac,0001809122
3307,cvbf,0000354647
1159,cvco,0000278166
4453,cvcy,0001127371
1829,cve,0001475260
5705,cveo,0001590584
2721,cvet,0001752836
4318,cvgi,0001290900
4639,cvgw,0001133470
365,cvi,0001376139
1479,cvlg,0000928658
5762,cvlt,0001169561
1599,cvly,0000806279
4612,cvm,0000725363
3792,cvna,0001690820
1483,cvr,0000019871
4344,cvs,0000064803
167,cvu,0000889348
2041,cvv,0000766792
626,cvx,0000093410
3256,cw,0000026324
3752,cwbc,0001051343
3989,cwbr,0001522602
4261,cwco,0000928340
407,cwen,0001567683
2818,cwh,0001669779
206,cwk,0001628369
533,cwst,0000911177
3733,cwt,0001035201
1189,cx,0001076378
1441,cxdc,0001353970
3850,cxdo,0001075736
5398,cxe,0000845606
1015,cxh,0000847411
175,cxo,0001358071
381,cxp,0001252849
4010,cxw,0001070985
2341,cyad,0001637890
4801,cyan,0000768408
587,cybe,0000768411
2178,cybr,0001598110
4127,cycc,0001130166
5552,cycn,0001755237
757,cyd,0000932695
400,cyh,0001108109
1784,cyrn,0001084577
3270,cyrx,0001124524
842,cytk,0001061983
3287,cznc,0000810958
2899,czr,0001590895
583,czwi,0001367859
4754,czz,0001402902
5647,d,0000715957
1038,dac,0001369241
4846,dada,0001793862
4121,daio,0000351998
1577,dakt,0000915779
261,dal,0000027904
664,dan,0000026780
3910,dao,0001781753
4970,dar,0000916540
723,dare,0001401914
891,dava,0001656081
1501,db,0001159508
2407,dbd,0000028823
3993,dbdru,0001823144
3310,dbi,0001319947
3592,dbl,0001525201
4571,dbvt,0001613780
2584,dbx,0001467623
3040,dci,0000029644
4353,dco,0000030305
1050,dcom,0001005409
3186,dcp,0001338065
5003,dcph,0001654151
4625,dcrbu,0001716583
1211,dct,0001160951
5791,dcth,0000872912
736,dd,0001666700
5053,ddd,0000910638
1314,ddf,0000896923
2779,ddi,0001799567
1650,ddog,0001561550
2156,dds,0000028917
5581,de,0000315189
2579,dea,0001622194
2272,deck,0000910521
1453,deh,0001812173
2501,dei,0001364250
3359,dell,0001571996
2337,den,0000945764
4181,denn,0000852772
1635,deo,0000835403
2460,desp,0001703141
5067,dex,0001396167
332,dffn,0001053691
1861,dfht,0001813914
3463,dfin,0001669811
3504,dfns,0001777946
4692,dfp,0001559991
619,dfph,0001799191
5009,dfs,0001393612
2808,dfvl,0000312070
4826,dg,0000029534
3444,dgica,0000800457
3339,dgii,0000854775
5663,dgly,0001342958
3101,dgnr,0001818201
2081,dgx,0001022079
4490,dhc,0001075415
5340,dhf,0001057861
5870,dhi,0000882184
3490,dhil,0000909108
2288,dhr,0000313616
5505,dht,0001331284
1260,dhx,0001393883
784,dhy,0001061353
1246,diax,0001608742
47,din,0000049754
1363,diod,0000029002
1098,dis,0001744489
3557,disca,0001437107
5644,dish,0001001082
5292,dit,0000928465
1631,djco,0000783412
2070,dk,0001694426
902,dkl,0001552797
2657,dkng,0001772757
2134,dks,0001089063
296,dl,0001438644
5734,dla,0001101396
1131,dlb,0001308547
5570,dlhc,0000785557
2493,dlng,0001578453
739,dlpn,0001282224
223,dlr,0001297996
484,dlth,0001649744
3279,dltr,0000935703
126,dlx,0000027996
2046,dmac,0001401040
5649,dmb,0001565381
4558,dmf,0000839122
1439,dmlp,0001172358
2352,dmo,0001478102
2002,dmrc,0001438231
3269,dms,0001725134
3764,dmtk,0001651944
3142,dmyd,0001816101
1963,dmyt,0001793659
4582,dnb,0001799208
1399,dnk,0001785154
3170,dnkn,0001357204
1103,dnli,0001714899
4989,dnn,0001063259
5698,dnow,0001599617
2458,dnp,0000806628
3467,doc,0001574540
2316,docu,0001261333
4860,dogz,0001707303
3524,domo,0001505952
2192,dooo,0001748797
2854,door,0000893691
800,dorm,0000868780
483,dov,0000029905
2253,dow,0001751788
2063,dox,0001062579
1285,doyu,0001762417
3976,dpg,0001515671
3688,dpw,0000896493
4199,dpz,0001286681
3928,dq,0001477641
1854,drad,0000707388
5936,drd,0001023512
4196,dre,0000783280
1129,drh,0001298946
5410,dri,0000940944
1456,drio,0001533998
924,drna,0001399529
503,drq,0001042893
918,drrx,0001082038
3291,drtt,0001340476
3181,ds,0001175483
1679,dsacu,0001823466
3559,dse,0001603998
2461,dsgx,0001050140
5697,dske,0001642453
4631,dsl,0001566388
5919,dsm,0000855887
4879,dspg,0000915778
1165,dss,0000771999
2452,dssi,0001761940
573,dsu,0001051003
3984,dswl,0000946936
5041,dsx,0001318885
4500,dt,0001773383
5310,dte,0000936340
5686,dtea,0001627606
5234,dtf,0000879535
5846,dtil,0001357874
2907,dtss,0001631282
3277,duc,0000894239
4633,duk,0001326160
2489,duo,0001750593
5744,duot,0001396536
1808,dva,0000927066
131,dvax,0001029142
787,dvd,0001017673
128,dvn,0001090012
1243,dwsn,0000799165
1655,dx,0000826675
2391,dxc,0001688568
4153,dxcm,0001093557
102,dxf,0001499494
4702,dxlg,0000813298
4587,dxpe,0001020710
4750,dxr,0000027367
136,dxyn,0000029332
1207,dy,0000067215
5226,dyai,0001213809
1913,dyn,0001818794
2371,dynt,0000720875
5266,dzsi,0001101680
4560,e,0001002242
1526,ea,0000712515
490,ead,0001210123
3821,eaf,0000931148
3601,eai,0000007323
1789,ear,0001719395
3826,earn,0001560672
616,ears,0001601936
5241,east,0001534708
2979,eat,0000703351
2625,eb,0001475115
189,ebay,0001065088
196,ebc,0001810546
4329,ebf,0000033002
2708,ebix,0000814549
5039,ebmt,0001478454
3673,ebon,0001799290
4011,ebr,0001439124
2381,ebs,0001367644
2100,ebsb,0001600125
1567,ebtc,0001018399
606,ec,0001444406
974,ecc           ,0001604174
4681,ecf,0000793040
850,echo,0001426945
886,ecl,0000031462
1807,ecol,0001783400
4696,ecom          ,0001169652
5172,ecor,0001560258
86,ecpg,0001084961
1771,ed,0001047862
630,edap,0001041934
4393,edd,0001388141
4884,edf,0001501103
4980,edi,0001551040
3637,edit,0001650664
1780,edn,0001395213
2521,ednt,0001717556
3854,edry,0001731388
4838,edsa,0001540159
681,edtk,0001782309
4573,edu,0001372920
871,educ,0000031667
2663,eea,0000791718
1381,eeft,0001029199
2829,eex,0001579214
5749,efc,0001411342
3010,eff,0001573698
980,efl,0001701167
2116,efoi,0000924168
4787,efr,0001258623
23,efsc,0001025835
4230,eft,0001288992
5399,efx,0000033185
2715,egan,0001066194
3842,egbn,0001050441
3024,egf,0001336050
768,eght,0001023731
3891,egle,0001322439
3863,ego,0000918608
1484,egov,0001065332
510,egp,0000049600
1795,egrx,0000827871
68,egy,0000894627
3654,eh,0001759783
3948,ehc,0000785161
2982,ehi,0001228509
440,eht,0001665817
4971,ehth,0001333493
4215,eic,0001754836
470,eidx,0001731831
4499,eig,0001379041
37,eigi,0001237746
2958,eigr,0001305253
2923,eim,0001176984
2895,eix,0000827052
119,ekso,0001549084
5771,el,0001001250
3520,ela,0000701719
2397,elan,0001739104
1739,elc,0001348952
4649,elf,0001600033
598,ello,0000946394
5037,elmd,0001488917
3452,elox,0001035354
1685,elp,0001041792
4285,els,0000895417
5923,else,0000351789
1692,eltk,0001024672
5600,elvt,0001651094
3577,ely,0000837465
327,eman,0001046995
3215,emcf,0000858800
5160,emd,0001227862
4252,eme,0000105634
2763,emf,0000809708
1855,emkr,0000808326
3629,eml,0000031107
3574,emn,0000915389
3675,emo,0001517518
3141,emp,0000066901
2464,emr,0000032604
4368,emx,0001285786
1738,enb,0000895728
1772,enbl,0001591763
4943,endp,0001593034
2769,eng,0000933738
3247,enia,0000912505
2646,enic,0001659939
4521,enj,0000071508
2113,enlc,0001592000
4089,enlv,0001596812
1396,enob,0001527728
4110,enph,0001463101
4925,enr,0001632790
2817,ens,0001289308
4968,ensg,0001125376
2956,ensv,0000319458
4141,enta,0001177648
2676,entg,0001101302
2007,entx,0001638097
2001,env,0001337619
1278,enva,0001529864
1581,enx,0001177162
5693,enz,0000316253
4053,eod,0001386067
2338,eog,0000821189
4038,eoi,0001300391
2824,eols,0001570562
3584,eos,0001308335
3366,eot,0001454741
5500,epac,0000006955
282,epam,0001352010
3280,epay,0001073349
5070,epc,0001096752
2969,epd,0001061219
936,epix,0001633932
733,epm,0001006655
3219,epr,0001045450
1596,eprt,0001728951
754,epsn,0001726126
937,epzm,0001571498
650,eq,0001746466
3757,eqbk,0001227500
1509,eqc,0000803649
1879,eqh,0001333986
3691,eqix,0001101239
3604,eqnr,0001140625
5659,eqos,0001790515
204,eqr,0000906107
5561,eqs,0000878932
2456,eqt,0000033213
713,eqx,0001756607
8,erc,0001227073
5832,eres,0001814287
703,erf,0001126874
5380,erh,0001279014
5238,eric,0000717826
5062,erie,0000922621
100,erii,0001421517
3116,erj,0001355444
3038,eryp,0001624422
5840,es,0000072741
564,esca,0000033488
1272,ese,0000866706
617,esea,0001341170
2150,esgc,0001532981
4189,esgr,0001363829
2590,esi,0001590714
1106,eslt,0001027664
2276,esnt,0001448893
2496,esp,0000033533
4221,espr,0001434868
4349,esq,0001531031
4862,esrt,0001541401
1707,ess,0000920522
2707,essa,0001382230
4090,essc,0001760683
550,esta,0001688757
5353,estc,0001707753
2404,este,0000010254
1245,esxb,0001323648
3100,et,0001276187
5446,etac,0001814728
5138,etb,0001308927
5020,etg,0001270523
2225,eth,0000896156
653,etj,0001395325
1534,etm,0001067837
2928,etn,0001551182
5394,etnb,0001785173
2111,eto,0001281926
3021,eton,0001710340
467,etr,0000065984
982,etrn,0001747009
2630,etsy,0001370637
1011,ettx,0001724344
2217,etv,0001322436
5885,etw,0001322435
3849,etx           ,0001563696
4432,ety,0001340736
3230,eucru,0001822929
1662,eurn,0001604481
2247,ev,0000350797
75,eva,0001592057
2917,evbg,0001437352
5322,evbn,0000842518
212,evc,0001109116
1601,ever,0001640428
430,evf,0001070732
2534,evfm,0001618835
621,evg,0001287498
3251,evgn,0001574565
485,evh,0001628908
2977,evi,0000065312
819,evk,0000943184
2104,evlo,0001694665
812,evm,0001177161
4203,evn,0001074540
2940,evok,0001403708
3088,evol,0001052054
351,evop,0001704596
12,evr,0001360901
1048,evrg,0001711269
5742,evri,0001318568
5806,evt,0001253327
97,evtc,0001559865
5295,evv,0001222922
3449,evy,0001074685
5391,ew,0001099800
1221,ewbc,0001069157
3237,exas,0001124140
5447,exc,0001109357
4793,exd,0001480999
437,exel,0000939767
1139,exfo,0001116284
2825,exg,0001379438
3600,exk,0001277866
5149,exls,0001297989
1556,exn,0001263011
779,exp,0000918646
151,expc,0001779128
2697,expd,0000746515
1353,expe,0001324424
512,expi,0001495932
188,expo,0000851520
4719,expr,0001483510
5356,exr,0001289490
80,extn,0001635881
2432,extr,0001078271
2555,eye,0001710155
5115,eyeg,0001372514
375,eyen,0001682639
5359,eyes,0001266806
1733,eypt,0001314102
4637,ezpw,0000876523
4172,ezt,0001427437
1351,f,0000037996
3086,faf,0001472787
4834,faii,0001815849
1561,fam,0001302624
460,fami,0001701261
5595,fang,0001539838
4893,fanh,0001413855
4743,farm,0000034563
2314,faro,0000917491
9,fast,0000815556
1376,fat,0001705012
4930,fate,0001434316
2777,fax,0000790500
562,fb,0001326801
4445,fbc,0001033012
3516,fbhs,0001519751
4182,fbio,0001429260
3541,fbiz,0001521951
3469,fbk,0001649749
2490,fbm,0001688941
4529,fbms,0000947559
4282,fbnc,0000811589
3602,fbp,0001057706
3828,fbrx,0001419041
312,fbss,0001083643
3899,fc,0000886206
4293,fcacu,0001816233
1848,fcap,0001070296
3628,fcau,0001605484
3438,fcbc,0000859070
3498,fcbp,0001716697
3518,fcco,0000932781
4554,fccy,0001141807
3113,fcel,0000886128
1082,fcf,0000712537
2027,fcfs,0000840489
3871,fcn,0000887936
234,fcnca,0000798941
5827,fco,0000876717
2271,fcpt,0001650132
4093,fcrd,0001464963
922,fct,0001282850
5065,fcx,0000831259
1541,fdbc,0001098151
2688,fdeu,0001646109
1283,fdp,0001047340
5551,fds,0001013237
2295,fdus,0001513363
1942,fdx,0001048911
506,fe,0001031296
3062,feac,0001801661
4545,fedu,0001709819
2109,fei           ,0001556336
4481,feim,0000039020
2637,fele,0000038725
1166,fen,0001284940
2172,fenc,0001211583
2307,feng,0001509646
1664,feo,0001363438
4889,fet,0001401257
5204,feye,0001370880
5326,ff,0001337298
1202,ffa,0001291334
3334,ffbc,0000708955
2468,ffbw,0001787384
2040,ffc,0001174164
4875,ffg,0001012771
5773,ffhl,0001381074
4061,ffic,0000923139
5896,ffin,0000036029
3349,ffiv,0001048695
3896,ffnw,0001401564
4901,ffwm,0001413837
2186,fgb,0001392994
4405,fgbi,0001408534
3408,fgen,0000921299
87,fhb,0000036377
3501,fhi,0001056288
4937,fhn,0000036966
2160,fhtx,0001822462
1072,fi,0001575828
2091,fibk,0000860413
5370,fico,0000814547
4800,fif,0001513789
1593,fiii,0001784168
3936,fins,0001745059
3781,finv,0001691445
1457,fis,0001136893
3613,fisi,0000862831
2095,fisv,0000798354
4740,fit,0001447599
3257,fitb,0000035527
4718,fiv,0001687081
992,five,0001177609
5348,fivn,0001288847
5332,fix,0001035983
1729,fixx,0001661998
5632,fizz,0000069891
1634,fl,0000850209
2699,flc,0001245648
21,fldm,0001162194
5,flex,0000866374
5150,flgt,0001674930
5108,flic,0000740663
1359,flir,0000354908
1660,fll,0000891482
1046,flmn,0001703785
4779,flng,0001772253
475,flnt,0001460329
4052,flo,0001128928
5269,flow,0001641991
5268,flr,0001124198
1488,flrz,0001787462
3754,fls,0000030625
3017,flt,0001175454
929,flux,0001083743
1932,flws,0001084869
4421,flxn,0001419600
993,flxs,0000037472
1474,fly,0001407298
2621,fmao,0000792966
3902,fmbh,0000700565
2834,fmbi,0000702325
3423,fmc,0000037785
4799,fmn,0001199004
2204,fmnb,0000709337
2755,fmo,0001305197
4510,fms,0001333141
4231,fmtx,0001538927
1975,fmx,0001061736
4855,fmy,0001319183
3335,fn,0001408710
313,fnb,0000037808
1713,fncb,0001035976
4936,fnd,0001507079
1916,fnf,0001331875
1051,fnhc,0001069996
5859,fnko,0001704711
3730,fnlc,0000765207
1554,fnv,0001456346
1760,fnwb,0001556727
2912,focs,0001651052
1057,foe,0000035214
3352,fof,0001375340
3478,fold,0001178879
1560,fonr,0000355019
2862,for,0001406587
5491,ford,0000038264
5005,fork,0001637921
5728,form,0001039399
344,forr,0001023313
2049,forty,0001045986
1458,fosl,0000883569
3864,four,0001794669
3157,fox,0001754301
2814,foxf,0001424929
5490,fpay,0001397047
3068,fpf,0001567569
3700,fph,0001574197
505,fpi,0001591670
2959,fpl,0001589420
2598,fprx,0001175505
3148,fr,0000921825
2284,fra,0001259708
3981,fraf,0000723646
1021,fran,0001399935
3425,frbk,0000834285
2232,frc,0001132979
3858,frd,0000039092
3050,free,0001753706
2539,freq,0001703647
4242,frg,0001528930
4492,frgi,0001534992
301,frhc,0000924805
5872,frln,0001810031
1661,frme,0000712534
2140,fro,0000913290
561,frog,0001800667
3119,frph,0000844059
2084,frpt,0001611647
157,frsx,0001691221
3740,frt,0000034903
2114,frta,0001678463
4683,fsbw,0001530249
2354,fsd,0001494530
4442,fsdc,0001816736
5940,fsea,0001769267
22,fsfg,0001435508
4039,fsi,0001069394
1383,fsk,0001422183
163,fskr,0001525759
3683,fslr,0001274494
5121,fsly,0001517413
3205,fsm,0001341335
4522,fsp,0001031316
2689,fsrv,0001785424
2462,fss,0000277509
293,fstr,0000352825
3069,fsv,0001637810
1199,ft,0000833040
4275,ftai,0001590364
1078,ftch,0001740915
4229,ftdr,0001727263
4137,ftek,0000846913
4169,ftf,0001233087
3164,ftft,0001066923
2310,fthm,0001753162
4668,fti,0001681459
4690,ftivu,0001777835
2079,ftk,0000928054
5080,ftnt,0001262039
3517,ftoc,0001816090
1193,fts,0001666175
1964,ftsi,0001529463
3889,ftv,0001659166
5162,fubo,0001484769
2330,ful,0000039368
3751,fulc,0001680581
543,fult,0000700564
392,fun,0000811532
5911,func,0000763907
1112,fund,0000825202
1764,fusb,0000717806
5793,fuse,0001807846
1682,fusn,0001805890
5343,futu,0001754581
3071,fuv,0001558583
609,fvac,0001801368
4607,fvam,0001823465
2588,fvcb,0001675644
5624,fve,0001159281
5133,fvrr,0001762301
2124,fwp,0001604924
5779,fwrd,0000912728
3246,fxnc,0000719402
2999,g,0001398659
3550,gab,0000794685
4842,gabc,0000714395
3969,gaia,0001089872
3403,gain,0001321741
632,galt,0001133416
2200,gam,0000040417
3593,gan,0001799332
3422,gass,0001328919
643,gato,0001517006
78,gatx,0000040211
2182,gau,0001377757
5403,gb,0001799983
1867,gbab,0001495825
3097,gbci,0000868671
1816,gbdc,0001476765
3965,gbio,0001733294
4540,gbl,0001060349
590,gbli,0001494904
3031,gbr,0000105744
3420,gbt,0001629137
1007,gbx,0000923120
5001,gcbc,0001070524
786,gci,0001579684
4284,gco,0000018498
4628,gcp,0001644440
1821,gcv,0000845611
1224,gd,0000040533
403,gddy,0001609711
876,gden,0001071255
932,gdl,0001378701
4555,gdo,0001472341
995,gdot,0001386278
1238,gdp,0000943861
5467,gdrx,0001809519
4921,gds,0001526125
3169,gdv,0001260729
4012,gdyn,0001743725
2385,ge,0000040545
2393,gec,0001082506
2061,gecc,0001675033
2083,gef,0000043920
5753,gel,0001022321
1708,gen           ,0001351051
3372,genc,0000064472
4434,gene,0001166272
1947,geo,0000923796
5776,geos,0001001115
547,ger,0001612875
4118,gern,0000886744
1734,ges,0000912463
2502,gevo,0001392380
3603,gf,0000858706
1097,gfed,0001046203
2545,gff,0000050725
2924,gfi,0001172724
4436,gfl,0001780232
3667,gfn,0001342287
319,gfy,0001299393
1086,ggal,0001114700
2145,ggb,0001073404
1386,ggg,0000042888
5285,ggm,0001551949
4020,ggn,0001313510
1319,ggo,0001635193
670,ggt,0000921671
2122,ggz,0001585855
5460,gh,0001576280
4239,ghc,0000104889
1894,ghg,0001724755
1993,ghiv,0001783398
4617,ghl,0001282977
5376,ghld,0001821160
926,ghm,0000716314
4007,ghsi,0001642375
913,ghy,0001554697
391,gib,0001061574
1857,gifi,0001031623
3952,gigm,0001105101
2686,giii,0000821002
3079,gik,0001802749
5011,gil,0001061894
5662,gild,0000882095
3681,gilt,0000897322
3508,gim,0000828803
1737,gis,0000040704
2848,gix,0001770141
2962,gkos,0001192448
3500,gl,0000320335
2289,glad,0001143513
3120,glbs,0001499780
1252,glbz,0000890066
997,gldd,0001372020
3549,gldg,0001538847
252,gldi,0001053092
451,gleo,0001784851
5616,glg,0001556266
5319,gliba,0000808461
3830,glmd,0001595353
5482,glng,0001207179
3795,glo,0001350869
38,glob,0001557860
5701,glog,0001534126
3377,glop,0001598655
5685,glp,0001323468
4403,glpg,0001421876
4415,glpi,0001575965
3552,glq,0001316463
3774,glre,0001385613
4817,glsi,0001799788
4235,glt,0000041719
4503,glto,0001800315
1462,glu,0001282957
1981,gluu,0001366246
3076,glv,0001288795
55,glw,0000024741
5880,glyc,0001253689
4395,gm,0001467858
491,gmab,0001434265
308,gmbl,0001451448
57,gmda,0001600847
711,gme,0001326380
4382,gmed,0001237831
108,gmhi,0001758057
4047,gmlp,0001415916
4269,gmre,0001533615
4845,gms,0001600438
2919,gmvd,0001760764
3597,gnca,0001457612
2704,gne,0001528356
5714,gnft,0001757064
3913,gnk,0001326200
3690,gnl,0001526113
72,gnln,0001743745
1055,gnmk,0001487371
4537,gnpx,0001595248
3548,gnrc,0001474735
954,gnrs,0001790665
5072,gnss,0000924383
3286,gnt,0001438893
1210,gntx,0000355811
1615,gnty,0001058867
2243,gnus,0001355848
4910,gnw,0001276520
4640,go,0001771515
985,goac,0001816176
3911,goco,0001808220
1563,goed,0001810140
2669,gof,0001380936
1997,gogl,0001029145
694,gogo,0001537054
2971,gol,0001291733
1004,gold,0000756894
2578,golf,0001672013
2841,good,0001234006
1840,goog,0001652044
2869,goos,0001690511
1241,goro,0001160791
2957,goss,0001728117
1002,govx,0000832489
1427,gp,0001584547
3879,gpc,0000040987
302,gpi,0001031203
1652,gpja,0000041091
5774,gpk,0001408075
3098,gpl,0001300050
5404,gpm,0001310709
4588,gpmt,0001703644
3977,gpn,0001123360
5643,gpor,0000874499
914,gpp,0001635650
5495,gpre,0001309402
3530,gprk,0001464591
567,gpro,0001500435
2576,gps,0000039911
2787,gpx,0000070415
3093,gra,0001045309
984,gram,0001572621
307,gray,0001534133
1912,grbk,0001373670
1962,grc,0000042682
5186,grcy,0001768910
5625,grf,0000850027
765,grfs,0001438569
3565,grif,0001037390
355,gril,0001701756
2754,grin,0001725293
3712,grmn,0001121788
2089,grnq,0001597846
3051,grnv,0001788841
1460,grow,0000754811
5256,grpn,0001490281
648,grsv,0001816816
576,grts,0001656634
331,grtx,0001563577
3599,grub,0001594109
5368,grvy,0001313310
1052,grwg,0001604868
5881,grx,0001391437
4934,gs,0000886982
1796,gsah,0001809987
4985,gsat,0001366868
1099,gsbc,0000854560
962,gsbd,0001572694
5519,gsh,0001012139
168,gshd,0001726978
5525,gsit,0001126741
5739,gsk,0001131399
5140,gsky,0001712923
5275,gsl,0001430725
5486,gsm,0001639877
1878,gsmg,0001738758
295,gss,0000903571
1289,gsum,0001647338
2983,gsv,0001321847
1271,gsx,0001768259
235,gt,0000042582
4113,gte,0001273441
2008,gtec,0001735041
5342,gtes,0001718512
5002,gth,0001782594
5907,gthx,0001560241
2085,gtim,0000825324
376,gtls,0000892553
2617,gtn,0000043196
4762,gts,0001171662
3715,gtt,0001315255
3433,gty,0001052752
366,gtyh,0001682325
1948,gure,0000885462
5865,gut,0001080720
5433,gv,0000042316
4606,gva,0000861459
5789,gvp,0000944480
740,gwacu,0001819989
2549,gwb,0001613665
209,gwgh,0001522690
575,gwph,0001351288
4708,gwre,0001528396
4941,gwrs,0001434728
2864,gww,0000277135
2300,gxgxu,0001752828
2369,gyro,0001589061
2376,h,0001468174
518,ha,0001172222
1973,hae,0000313143
1058,hafc,0001109242
1128,hain,0000910406
1284,hal,0000045012
3227,hall,0000819913
1859,halo,0001159036
3980,happ,0001751876
2728,harp,0001708493
3330,has,0000046080
3621,hasi,0001561894
3350,hayn,0000858655
4744,hban,0000049196
1480,hbb,0001709164
5748,hbcp,0001436425
5670,hbi,0001359841
563,hbio,0001123494
560,hbm,0001322422
963,hbmd,0001390162
5304,hbnc,0000706129
2593,hbp,0001093082
4812,hbt,0000775215
5938,hca,0000860730
3639,hcac,0001750153
2265,hcat,0001636422
2563,hcc,0001691303
5564,hcch,0001736874
611,hcci,0001403431
526,hcdi,0001784567
4023,hcft,0001547546
4410,hchc,0001006837
3067,hci,0001400810
3470,hckt,0001057379
3769,hcm,0001648257
5514,hcsg,0000731012
1329,hcxy,0001280784
3414,hd,0000354950
2363,hdb,0001144967
2903,hds,0001573097
3834,hdsn,0000925528
2644,he,0000354707
1062,hear,0001493761
3515,hebt,0001603993
2190,hec,0001803901
3225,hees,0001339605
3502,hei,0000046619
557,hele,0000916789
4271,hep,0001283140
2797,hepa,0001583771
2416,heq,0001496749
5747,hes,0000004447
4789,hesm,0001789832
1249,hexo,0001690947
5854,hfbl,0001500375
5770,hfc,0000048039
3829,hfen,0001750106
5578,hffg,0001680873
2301,hfro,0001710680
4417,hfwa,0001046025
5004,hgbl,0000849145
5745,hgen,0001293310
1994,hgh,0000874766
2810,hglb,0001622148
2036,hgsh,0001158420
3945,hgv,0001674168
502,hhc,0001498828
3535,hhr,0001721181
3074,hi,0001417398
2175,hibb,0001017480
2123,hie,0001519505
52,hiho,0001026785
93,hii,0001501585
1470,hil,0001287808
732,himx,0001342338
2185,hio,0000910068
814,hiw,0000921082
2552,hix,0001058239
3676,hjli,0001661053
1824,hkib,0001769731
3466,hkit,0001742341
3819,hl,0000719413
896,hlf,0001180262
158,hlg,0001596964
867,hli,0001302215
4619,hlio,0001024795
2997,hlit,0000851310
2843,hlne,0001433642
2180,hlt,0001585689
5298,hlx,0000866829
5006,hlxa,0001821586
1930,hmc,0000715153
4534,hmg,0000311817
1053,hmhc,0001580156
4280,hmi,0001720446
3379,hmlp,0001603016
4310,hmn,0000850141
1037,hmnf,0000921183
1044,hmst,0001518715
1478,hmsy,0001196501
2968,hmtv,0001567345
3581,hmy,0001023514
3768,hngr,0000722723
4603,hni,0000048287
5339,hnna,0001145255
4297,hnp,0000929058
551,hnrg,0000788965
5758,hnw,0001388126
281,hoft,0001077688
2936,hofv,0001708176
3305,hog,0000793952
5803,holi,0001357450
4379,holuu,0001814329
5592,holx,0000859737
88,homb,0001331520
3030,home,0001646228
3852,hon,0000773840
3918,hone,0001769617
3588,hook,0001760542
2101,hope,0001128361
2277,hoth,0001711786
3668,hov,0000357294
2765,hp,0000046765
426,hpe,0001645590
4009,hpf,0001189740
5052,hpi,0001176199
5664,hpk,0001792849
559,hpp,0001482512
1903,hpq,0000047217
5761,hpr,0001725526
5886,hps,0001215913
2230,hpx,0001809353
1608,hqh,0000805267
4961,hqi,0001140102
2961,hql,0000884121
2126,hqy,0001428336
1148,hr,0000899749
3556,hrb,0000012659
4511,hrc,0000047518
2088,hri,0001364479
770,hrl,0000048465
3674,hrmy,0001802665
2181,hrow,0001360214
5152,hrtg,0001598665
3374,hrtx,0000818033
4907,hrzn,0001487428
5196,hsaq,0001814114
672,hsbc,0001089113
3682,hsc,0000045876
3725,hsdt,0001610853
5709,hsic,0001000228
