"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"BJ","BJ&#39;s Wholesale Club Holdings, Inc.","38.29","$5.28B","2018","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/bj",
"BKH","Black Hills Corporation","56.66","$3.56B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/bkh",
"BKI","Black Knight, Inc.","87.95","$13.81B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/bki",
"BSM","Black Stone Minerals, L.P.","6.05","$1.25B","2015","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/bsm",
"BB","BlackBerry Limited","4.49","$2.5B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/bb",
"BGIO","BlackRock 2022 Global Income Opportunity Trust","8.61","$190.69M","2017","n/a","n/a","https://old.nasdaq.com/symbol/bgio",
"BFZ","BlackRock California Municipal Income Trust","13","$410.16M","2001","n/a","n/a","https://old.nasdaq.com/symbol/bfz",
"BCAT","BlackRock Capital Allocation Trust","19.78","$1.98B","2020","n/a","n/a","https://old.nasdaq.com/symbol/bcat",
"CII","Blackrock Capital and Income Strategies Fund Inc","14.82","$653.88M","2004","n/a","n/a","https://old.nasdaq.com/symbol/cii",
"BHK","Blackrock Core Bond Trust","15.5","$835.99M","2001","n/a","n/a","https://old.nasdaq.com/symbol/bhk",
"HYT","Blackrock Corporate High Yield Fund, Inc.","10.6","$1.29B","2003","n/a","n/a","https://old.nasdaq.com/symbol/hyt",
"BTZ","BlackRock Credit Allocation Income Trust","13.81","$1.29B","2006","n/a","n/a","https://old.nasdaq.com/symbol/btz",
"DSU","Blackrock Debt Strategies Fund, Inc.","9.53","$445.84M","1998","n/a","n/a","https://old.nasdaq.com/symbol/dsu",
"BGR","BlackRock Energy and Resources Trust","5.6","$167.02M","2004","n/a","n/a","https://old.nasdaq.com/symbol/bgr",
"BDJ","Blackrock Enhanced Equity Dividend Trust","7.01","$1.31B","2005","n/a","n/a","https://old.nasdaq.com/symbol/bdj",
"EGF","Blackrock Enhanced Government Fund, Inc","12.93","$61.22M","2005","n/a","n/a","https://old.nasdaq.com/symbol/egf",
"FRA","Blackrock Floating Rate Income Strategies Fund Inc","11.34","$404.63M","2003","n/a","n/a","https://old.nasdaq.com/symbol/fra",
"BFO","Blackrock Florida Municipal 2020 Term Trust","14.75","$78.24M","2003","n/a","n/a","https://old.nasdaq.com/symbol/bfo",
"BGT","Blackrock Global","11.11","$251.1M","2004","n/a","n/a","https://old.nasdaq.com/symbol/bgt",
"BOE","Blackrock Global","9.18","$596.53M","2005","n/a","n/a","https://old.nasdaq.com/symbol/boe",
"BME","Blackrock Health Sciences Trust","41.7","$480.24M","2005","n/a","n/a","https://old.nasdaq.com/symbol/bme",
"BMEZ","BlackRock Health Sciences Trust II","23.38","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/bmez",
"BAF","BlackRock Income Investment Quality Trust","14.28","$124.94M","2002","n/a","n/a","https://old.nasdaq.com/symbol/baf",
"BKT","BlackRock Income Trust Inc. (The)","6.13","$391.08M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bkt",
"BGY","BLACKROCK INTERNATIONAL, LTD.","4.97","$521.67M","2007","n/a","n/a","https://old.nasdaq.com/symbol/bgy",
"BKN","BlackRock Investment Quality Municipal Trust Inc. (The)","15.72","$270.16M","1993","n/a","n/a","https://old.nasdaq.com/symbol/bkn",
"BTA","BlackRock Long-Term Municipal Advantage Trust","11.72","$157.35M","2006","n/a","n/a","https://old.nasdaq.com/symbol/bta",
"BZM","BlackRock Maryland Municipal Bond Trust","14","$29.15M","2002","n/a","n/a","https://old.nasdaq.com/symbol/bzm",
"MHE","BlackRock Massachusetts Tax-Exempt Trust","13.2735","$31.47M","1993","n/a","n/a","https://old.nasdaq.com/symbol/mhe",
"BIT","BlackRock Multi-Sector Income Trust","15.65","$587.46M","2013","n/a","n/a","https://old.nasdaq.com/symbol/bit",
"MUI","Blackrock Muni Intermediate Duration Fund Inc","14","$536.15M","2003","n/a","n/a","https://old.nasdaq.com/symbol/mui",
"MUA","Blackrock MuniAssets Fund, Inc.","13.49","$487.13M","1993","n/a","n/a","https://old.nasdaq.com/symbol/mua",
"BKK","Blackrock Municipal 2020 Term Trust","15","$303.55M","2003","n/a","n/a","https://old.nasdaq.com/symbol/bkk",
"BBK","Blackrock Municipal Bond Trust","15.51","$163.21M","2002","n/a","n/a","https://old.nasdaq.com/symbol/bbk",
"BBF","BlackRock Municipal Income Investment Trust","12.68","$129.75M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbf",
"BYM","Blackrock Municipal Income Quality Trust","14.19","$374.71M","2002","n/a","n/a","https://old.nasdaq.com/symbol/bym",
"BFK","BlackRock Municipal Income Trust","13.78","$617.78M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bfk",
"BLE","BlackRock Municipal Income Trust II","14.44","$339.98M","2002","n/a","n/a","https://old.nasdaq.com/symbol/ble",
"BTT","BlackRock Municipal Target Term Trust Inc. (The)","24.86","$1.75B","2012","n/a","n/a","https://old.nasdaq.com/symbol/btt",
"MEN","Blackrock MuniEnhanced Fund, Inc.","11.17","$331.54M","1989","n/a","n/a","https://old.nasdaq.com/symbol/men",
"MUC","Blackrock MuniHoldings California Quality Fund,  Inc.","14.25","$584.29M","1998","n/a","n/a","https://old.nasdaq.com/symbol/muc",
"MUH","Blackrock MuniHoldings Fund II, Inc.","14.5","$164.38M","1998","n/a","n/a","https://old.nasdaq.com/symbol/muh",
"MHD","Blackrock MuniHoldings Fund, Inc.","15.02","$213.43M","1997","n/a","n/a","https://old.nasdaq.com/symbol/mhd",
"MFL","Blackrock MuniHoldings Investment Quality Fund","13.17","$499.09M","1997","n/a","n/a","https://old.nasdaq.com/symbol/mfl",
"MUJ","Blackrock MuniHoldings New Jersey Insured Fund, Inc.","13.53","$407.08M","1998","n/a","n/a","https://old.nasdaq.com/symbol/muj",
"MHN","Blackrock MuniHoldings New York Quality Fund, Inc.","13.29","$413.74M","1997","n/a","n/a","https://old.nasdaq.com/symbol/mhn",
"MUE","Blackrock MuniHoldings Quality Fund II, Inc.","12.5","$281.51M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mue",
"MUS","Blackrock MuniHoldings Quality Fund, Inc.","12.62","$164.29M","1998","n/a","n/a","https://old.nasdaq.com/symbol/mus",
"MVT","Blackrock MuniVest Fund II, Inc.","13.82","$294.92M","1993","n/a","n/a","https://old.nasdaq.com/symbol/mvt",
"MYC","Blackrock MuniYield California Fund, Inc.","13.93","$298.37M","1992","n/a","n/a","https://old.nasdaq.com/symbol/myc",
"MCA","Blackrock MuniYield California Insured Fund, Inc.","14.38","$494.75M","1992","n/a","n/a","https://old.nasdaq.com/symbol/mca",
"MYD","Blackrock MuniYield Fund, Inc.","13.24","$621.22M","1991","n/a","n/a","https://old.nasdaq.com/symbol/myd",
"MYF","Blackrock MuniYield Investment Fund","13.32","$182.67M","1992","n/a","n/a","https://old.nasdaq.com/symbol/myf",
"MFT","Blackrock MuniYield Investment QualityFund","13.26","$112.43M","1992","n/a","n/a","https://old.nasdaq.com/symbol/mft",
"MIY","Blackrock MuniYield Michigan Quality Fund, Inc.","13.53","$399.26M","1992","n/a","n/a","https://old.nasdaq.com/symbol/miy",
"MYJ","Blackrock MuniYield New Jersey Fund, Inc.","13.49","$325.89M","1992","n/a","n/a","https://old.nasdaq.com/symbol/myj",
"MYN","Blackrock MuniYield New York Quality Fund, Inc.","12.64","$500.37M","1992","n/a","n/a","https://old.nasdaq.com/symbol/myn",
"MPA","Blackrock MuniYield Pennsylvania Quality Fund","13.66","$181.79M","1992","n/a","n/a","https://old.nasdaq.com/symbol/mpa",
"MQT","Blackrock MuniYield Quality Fund II, Inc.","13.04","$294.16M","1992","n/a","n/a","https://old.nasdaq.com/symbol/mqt",
"MYI","Blackrock MuniYield Quality Fund III, Inc.","13.43","$915.26M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/myi",
"MQY","Blackrock MuniYield Quality Fund, Inc.","15.73","$483.1M","1992","n/a","n/a","https://old.nasdaq.com/symbol/mqy",
"BNY","BlackRock New York Investment Quality Municipal Trust Inc. (Th","13.37","$173.49M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bny",
"BSE","Blackrock New York Municipal Income Quality Trust","12.82","$83.58M","2002","n/a","n/a","https://old.nasdaq.com/symbol/bse",
"BFY","BlackRock New York Municipal Income Trust II","13.7","$68.57M","2002","n/a","n/a","https://old.nasdaq.com/symbol/bfy",
"BCX","BlackRock Resources","5.69","$512.53M","2011","n/a","n/a","https://old.nasdaq.com/symbol/bcx",
"BST","BlackRock Science and Technology Trust","42.45","$1.03B","2014","n/a","n/a","https://old.nasdaq.com/symbol/bst",
"BSTZ","BlackRock Science and Technology Trust II","26.18","$2.04B","2019","n/a","n/a","https://old.nasdaq.com/symbol/bstz",
"BSD","BlackRock Strategic Municipal Trust Inc. (The)","13.27","$96.98M","1999","n/a","n/a","https://old.nasdaq.com/symbol/bsd",
"BUI","BlackRock Utility, Infrastructure & Power Opportun","21.53","$381.97M","2011","n/a","n/a","https://old.nasdaq.com/symbol/bui",
"BHV","BlackRock Virginia Municipal Bond Trust","16.5","$26.53M","2002","n/a","n/a","https://old.nasdaq.com/symbol/bhv",
"BLK","BlackRock, Inc.","599.21","$91.38B","1999","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/blk",
"BGB","Blackstone / GSO Strategic Credit Fund","11.76","$525.25M","2012","n/a","n/a","https://old.nasdaq.com/symbol/bgb",
"BGX","Blackstone GSO Long Short Credit Income Fund","12.44","$158.08M","2011","n/a","n/a","https://old.nasdaq.com/symbol/bgx",
"BSL","Blackstone GSO Senior Floating Rate Term Fund","13.19","$193.41M","2010","n/a","n/a","https://old.nasdaq.com/symbol/bsl",
"BE","Bloom Energy Corporation","12.64","$1.73B","2018","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/be",
"APRN","Blue Apron Holdings, Inc.","4.3","$76.05M","2017","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/aprn",
"BXG","Bluegreen Vacations Corporation","4.87","$353M","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/bxg",
"BVH","Bluegreen Vacations Holding Corporation","8.15","$157.44M","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/bvh",
"BXC","BlueLinx Holdings Inc.","21.98","$207.96M","2004","Capital Goods","Wholesale Distributors","https://old.nasdaq.com/symbol/bxc",
"BOAC.U","Bluescape Opportunities Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/boac.u",
"DCF","BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund","7.59","$113.57M","2017","n/a","n/a","https://old.nasdaq.com/symbol/dcf",
"DHF","BNY Mellon High Yield Strategies Fund","2.7","$196.31M","1998","n/a","n/a","https://old.nasdaq.com/symbol/dhf",
"DMB","BNY Mellon Municipal Bond Infrastructure Fund, Inc","13.02","$239.41M","2013","n/a","n/a","https://old.nasdaq.com/symbol/dmb",
"DSM","BNY Mellon Strategic Municipal Bond Fund, Inc.","7.26","$358.8M","1989","n/a","n/a","https://old.nasdaq.com/symbol/dsm",
"LEO","BNY Mellon Strategic Municipals, Inc.","8.13","$505.77M","1987","n/a","n/a","https://old.nasdaq.com/symbol/leo",
"BA","Boeing Company (The)","144.39","$81.51B","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/ba",
"BCC","Boise Cascade, L.L.C.","38.38","$1.5B","2013","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/bcc",
"BCEI","Bonanza Creek Energy, Inc.","17.71","$368.97M","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/bcei",
"BOOT","Boot Barn Holdings, Inc.","32.02","$924.29M","2014","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/boot",
"BAH","Booz Allen Hamilton Holding Corporation","78.5","$10.82B","2010","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/bah",
"BQ","Boqii Holding Limited","4.28","$388.42M","2020","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/bq",
"BWA","BorgWarner Inc.","34.98","$8.55B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/bwa",
"BORR","Borr Drilling Limited","0.3901","$81.48M","2019","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/borr",
"SAM","Boston Beer Company, Inc. (The)","1039.18","$12.72B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/sam",
"BXP","Boston Properties, Inc.","72.41","$11.27B","1997","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bxp",
"BXP^B","Boston Properties, Inc.","25.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bxp^b",
"BSX","Boston Scientific Corporation","34.27","$49.03B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/bsx",
"BSX^A","Boston Scientific Corporation","103.58","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsx^a",
"BOX","Box, Inc.","15.5","$2.43B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/box",
"BYD","Boyd Gaming Corporation","31.72","$3.53B","1993","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/byd",
"BPMP","BP Midstream Partners LP","9.7","$1.02B","2017","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/bpmp",
"BP","BP p.l.c.","15.48","$52.26B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/bp",
"BPT","BP Prudhoe Bay Royalty Trust","1.29","$27.61M","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/bpt",
"BRC","Brady Corporation","37.72","$1.96B","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/brc",
"BHR","Braemar Hotels & Resorts Inc.","2.42","$81.14M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bhr",
"BHR^B","Braemar Hotels & Resorts Inc.","12.66","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bhr^b",
"BHR^D","Braemar Hotels & Resorts Inc.","14.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bhr^d",
"BDN","Brandywine Realty Trust","8.76","$1.49B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bdn",
"BWG","BrandywineGLOBAL Global Income Opportunities Fund ","11.01","$231.1M","2012","n/a","n/a","https://old.nasdaq.com/symbol/bwg",
"LND","Brasilagro Cia Brasileira De Propriedades Agricolas","3.87","$229.66M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/lnd",
"BAK","Braskem S.A.","7.96","$3.17B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/bak",
"BRFS","BRF S.A.","2.96","$2.39B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/brfs",
"MNRL","Brigham Minerals, Inc.","8.82","$498.09M","2019","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mnrl",
"BFAM","Bright Horizons Family Solutions Inc.","158.05","$9.55B","2013","Miscellaneous","Other Consumer Services","https://old.nasdaq.com/symbol/bfam",
"BEDU","Bright Scholar Education Holdings Limited","6.17","$743.79M","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/bedu",
"BSA","BrightSphere Investment Group Inc.","25.0278","n/a","2016","Finance","Investment Managers","https://old.nasdaq.com/symbol/bsa",
"BSIG","BrightSphere Investment Group Inc.","13.8","$1.11B","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/bsig",
"BV","BrightView Holdings, Inc.","12.23","$1.28B","2018","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/bv",
"EAT","Brinker International, Inc.","43.54","$1.97B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/eat",
"BCO","Brink&#39;s Company (The)","42.83","$2.16B","n/a","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/bco",
"BMY","Bristol-Myers Squibb Company","58.45","$131.74B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bmy",
"BMY~","Bristol-Myers Squibb Company","3.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bmy~",
"VTOL","Bristow Group, Inc.","20.78","$629.22M","n/a","Transportation","Transportation Services","https://old.nasdaq.com/symbol/vtol",
"BTI","British American Tobacco p.l.c.","31.88","$73.14B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/bti",
"BRX","Brixmor Property Group Inc.","10.96","$3.25B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/brx",
"BRMK","Broadmark Realty Capital Inc.","9.97","$1.32B","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/brmk",
"BR","Broadridge Financial Solutions, Inc.","137.6","$15.89B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/br",
"BSN.U","Broadstone Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/bsn.u",
"BNL","Broadstone Net Lease, Inc.","16.5","$2.35B","2020","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bnl",
"BKD","Brookdale Senior Living Inc.","2.94","$538.73M","2005","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/bkd",
"BAM","Brookfield Asset Management Inc","29.78","$46.91B","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/bam",
"BBU","Brookfield Business Partners L.P.","29.09","$2.34B","2016","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/bbu",
"DTLA^","Brookfield DTLA Inc.","11.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dtla^",
"BAMH","Brookfield Finance Inc.","25.05","n/a","2020","Consumer Services","Building operators","https://old.nasdaq.com/symbol/bamh",
"BIPC","Brookfield Infrastructure Corporation","54.47","$2.45B","2020","Public Utilities","Oil & Gas Production","https://old.nasdaq.com/symbol/bipc",
"BIP","Brookfield Infrastructure Partners LP","42.9","$12.67B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/bip",
"BIP^A","Brookfield Infrastructure Partners LP","25.73","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bip^a",
"RA","Brookfield Real Assets Income Fund Inc.","15.89","$700.29M","2016","n/a","n/a","https://old.nasdaq.com/symbol/ra",
"BEPC","Brookfield Renewable Corporation","66.77","$16.1B","2020","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/bepc",
"BEP","Brookfield Renewable Partners L.P.","54.25","$9.94B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/bep",
"BEP^A","Brookfield Renewable Partners L.P.","25.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bep^a",
"BRO","Brown & Brown, Inc.","43.51","$12.36B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/bro",
"BF.A","Brown Forman Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bf.a",
"BF.B","Brown Forman Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bf.b",
"BRT","BRT Apartments Corp.","12.45","$204.58M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/brt",
"BC","Brunswick Corporation","63.71","$5.04B","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bc",
"BC^A","Brunswick Corporation","26.63","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bc^a",
"BC^B","Brunswick Corporation","27.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bc^b",
"BC^C","Brunswick Corporation","26.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bc^c",
"BKE","Buckle, Inc. (The)","23.96","$1.18B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/bke",
"BVN","Buenaventura Mining Company Inc.","12.27","$3.12B","1996","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/bvn",
"BBW","Build-A-Bear Workshop, Inc.","4.13","$64.39M","2004","Consumer Services","Recreational Products/Toys","https://old.nasdaq.com/symbol/bbw",
"BG","Bunge Limited","56.73","$7.92B","2001","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/bg",
"BUR","Burford Capital Limited","8.85","$1.94B","2020","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/bur",
"BURL","Burlington Stores, Inc.","193.58","$12.81B","2013","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/burl",
"BWXT","BWX Technologies, Inc.","55.01","$5.24B","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bwxt",
"BY","Byline Bancorp, Inc.","13.14","$506.8M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/by",
"CABO","Cable One, Inc.","1731.86","$10.43B","2015","Consumer Services","Television Services","https://old.nasdaq.com/symbol/cabo",
"CBT","Cabot Corporation","38.01","$2.15B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/cbt",
"COG","Cabot Oil & Gas Corporation","17.79","$7.09B","1990","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cog",
"CACI","CACI International, Inc.","208.53","$5.23B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/caci",
"WHD","Cactus, Inc.","17","$1.28B","2018","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/whd",
"CADE","Cadence Bancorporation","11.22","$1.41B","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/cade",
"CAE","CAE Inc","17.07","$4.54B","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cae",
"CAI","CAI International, Inc.","26.35","$462.53M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/cai",
"CAI^A","CAI International, Inc.","24.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cai^a",
"CAI^B","CAI International, Inc.","24.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cai^b",
"CAL","Caleres, Inc.","7.68","$291.17M","n/a","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/cal",
"CRC","California Resources Corporation","13.4","$662.67M","2020","n/a","n/a","https://old.nasdaq.com/symbol/crc",
"CWT","California Water  Service Group Holding","44.57","$2.2B","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/cwt",
"CALX","Calix, Inc","23.41","$1.45B","2010","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/calx",
"ELY","Callaway Golf Company","15.49","$1.46B","1992","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/ely",
"CPE","Callon Petroleum Company","5.23","$207.89M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cpe",
"CPT","Camden Property Trust","92.24","$9.01B","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cpt",
"CCJ","Cameco Corporation","9.51","$3.76B","1996","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ccj",
"CPB","Campbell Soup Company","46.67","$14.11B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/cpb",
"CWH","Camping World Holdings, Inc.","26.44","$2.34B","2016","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/cwh",
"GOOS","Canada Goose Holdings Inc.","31.18","$3.43B","2017","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/goos",
"CM","Canadian Imperial Bank of Commerce","74.62","$33.28B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/cm",
"CNI","Canadian National Railway Company","99.45","$70.63B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/cni",
"CNQ","Canadian Natural Resources Limited","15.95","$18.84B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cnq",
"CP","Canadian Pacific Railway Limited","299.13","$40.23B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/cp",
"CANG","Cango Inc.","5.45","$822.8M","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cang",
"CNNE","Cannae Holdings, Inc.","36.98","$3.39B","2017","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/cnne",
"CAJ","Canon, Inc.","17.45","$18.25B","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/caj",
"CGC","Canopy Growth Corporation","18.78","$6.97B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/cgc",
"CMD","Cantel Medical Corp.","47.84","$2.02B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/cmd",
"COF","Capital One Financial Corporation","73.08","$33.43B","1994","Finance","Major Banks","https://old.nasdaq.com/symbol/cof",
"COF^F","Capital One Financial Corporation","25.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^f",
"COF^G","Capital One Financial Corporation","25.56","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^g",
"COF^H","Capital One Financial Corporation","26.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^h",
"COF^I","Capital One Financial Corporation","25.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^i",
"COF^J","Capital One Financial Corporation","24.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^j",
"COF^K","Capital One Financial Corporation","25.11","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^k",
"CSU","Capital Senior Living Corporation","0.4961","$15.84M","1997","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/csu",
"BXMT","Capital Trust, Inc.","21.7","$3.17B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bxmt",
"CPRI","Capri Holdings Limited","21.22","$3.19B","2011","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/cpri",
"CPSR","Capstar Special Purpose Acquisition Corp.","9.67","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cpsr",
"CPSR.U","Capstar Special Purpose Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cpsr.u",
"CPSR.WS","Capstar Special Purpose Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cpsr.ws",
"CMO","Capstead Mortgage Corporation","5.11","$493.02M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cmo",
"CMO^E","Capstead Mortgage Corporation","23.11","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmo^e",
"CAH","Cardinal Health, Inc.","45.79","$13.43B","n/a","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/cah",
"CSL","Carlisle Companies Incorporated","123.87","$6.61B","n/a","Basic Industries","Specialty Chemicals","https://old.nasdaq.com/symbol/csl",
"KMX","CarMax Inc","86.44","$14.18B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/kmx",
"CCL","Carnival Corporation","13.71","$12.38B","1987","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/ccl",
"CUK","Carnival Corporation","11.8","$10.42B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/cuk",
